Brand Name	Target Domain URL
Vaquetta (LeDonne Leather)	https://ledonneleather.com
Vera Bradley	https://www.verabradley.com
Vera Wang	https://www.verawang.com
Veridian Healthcare	https://www.veridianhealthcare.com
Versace	https://www.versace.com
Versona	https://www.shopversona.com
Vichy	https://www.vichyusa.com
Vilebrequin	https://www.vilebrequin.com
Vince	https://www.vince.com
Vince Camuto	https://www.vincecamuto.com
Vionic	https://www.vionicshoes.com
Vitamix	https://www.vitamix.com
VIZIO	https://www.vizio.com
Volcom	https://www.volcom.com
Vornadobaby	https://www.vornado.com
Wacoal	https://www.wacoal-america.com
Wahl	https://www.wahlusa.com
Waterford	https://www.waterford.com
Waterpik	https://www.waterpik.com
Waverly	https://waverly.com
Weed Eater	https://www.weedeater.com
Weider	https://www.weiderfitness.com
Wenko	https://www.wenko.com
Wente Vineyards	https://wentevineyards.com
West Bend	https://westbend.com
Westpoint Home	https://www.westpointhome.com
Whirlpool	https://www.whirlpool.com
White Mountain	https://whitemountainshoes.com
Wildfox	https://www.wildfox.com
Wilton	https://www.wilton.com
Wilsons Leather	https://www.wilsonsleather.com
Winix	https://www.winixamerica.com
Winsight	https://www.winsightmedia.com
Wiss	https://www.crescenttool.com
Wix Filters	https://www.wixfilters.com
WizKids	https://wizkids.com
Wrangler	https://www.wrangler.com
Wusthof	https://www.wusthof.com
Xersion	https://www.jcpenney.com
Xeroshoes	https://xeroshoes.com
Yamaha (Audio/Visual)	https://usa.yamaha.com
Yankee Candle	https://www.yankeecandle.com
Yeti	https://www.yeti.com
Yummie	https://www.yummie.com
Yves Saint Laurent	https://www.ysl.com
Zac Posen	https://www.zacposen.com
Zaffron	https://zaffron.com
Zappos (Luxury)	https://www.zappos.com/e/luxury
Zojirushi	https://www.zojirushi.com
Zoolini	https://zoolini.com
Zoot Sports	https://zootsports.com
Zovetti	https://zovetti.com
ZPrime	https://zprime.com
Zume Games	https://zumegames.com
Zutanano	https://zutano.com
Zwave	https://www.z-wave.com
Zwilling J.A. Henckels	https://www.zwilling.com/us/
Zyliss	https://www.zyliss.com
